asin,sku,price,quantity,currency,sale-price,sale-from-date,sale-through-date,restock-date,minimum-seller-allowed-price,maximum-seller-allowed-price,fulfillment-channel,handling-time
1510734090,SKU_1510734090_1751704988,2610,2,JPY,,,,,2510,2710,,10
0814410634,SKU_0814410634_1751704994,3140,2,JPY,,,,,3040,3240,,10
1616890924,SKU_1616890924_1751705006,3980,2,JPY,,,,,3880,4080,,10
0787902411,SKU_0787902411_1751705009,2360,2,JPY,,,,,2260,2460,,10
0750618817,SKU_0750618817_1751705017,3120,2,JPY,,,,,3020,3220,,10
0387337563,SKU_0387337563_1751705020,6260,2,JPY,,,,,6160,6360,,10
1492604801,SKU_1492604801_1751705023,3600,2,JPY,,,,,3500,3700,,10
1736885928,SKU_1736885928_1751705029,3170,2,JPY,,,,,3070,3270,,10
159079186X,SKU_159079186X_1751705032,3020,2,JPY,,,,,2920,3120,,10
3540779671,SKU_3540779671_1751705038,6550,2,JPY,,,,,6450,6650,,10
1848445873,SKU_1848445873_1751705041,4370,2,JPY,,,,,4270,4470,,10
178879088X,SKU_178879088X_1751705056,1690,2,JPY,,,,,1590,1790,,10
0062977458,SKU_0062977458_1751705065,3480,2,JPY,,,,,3380,3580,,10
1616141913,SKU_1616141913_1751705074,4460,2,JPY,,,,,4360,4560,,10
0387473238,SKU_0387473238_1751705080,3670,2,JPY,,,,,3570,3770,,10
3540726403,SKU_3540726403_1751705083,10300,2,JPY,,,,,10200,10400,,10
1638067872,SKU_1638067872_1751705086,1430,2,JPY,,,,,1330,1530,,10
1250829275,SKU_1250829275_1751705092,2350,2,JPY,,,,,2250,2450,,10
0715336150,SKU_0715336150_1751705098,4800,2,JPY,,,,,4700,4900,,10
198216591X,SKU_198216591X_1751705107,3070,2,JPY,,,,,2970,3170,,10
039308891X,SKU_039308891X_1751705110,4180,2,JPY,,,,,4080,4280,,10
1412974755,SKU_1412974755_1751705113,8420,2,JPY,,,,,8320,8520,,10
8090806945,SKU_8090806945_1751705121,2490,2,JPY,,,,,2390,2590,,10
1501156020,SKU_1501156020_1751705124,6270,2,JPY,,,,,6170,6370,,10
0143132741,SKU_0143132741_1751705133,5480,2,JPY,,,,,5380,5580,,10
059319232X,SKU_059319232X_1751705136,2040,2,JPY,,,,,1940,2140,,10
1613510373,SKU_1613510373_1751705142,3260,2,JPY,,,,,3160,3360,,10
1933766107,SKU_1933766107_1751705145,3960,2,JPY,,,,,3860,4060,,10
1633880400,SKU_1633880400_1751705154,3610,2,JPY,,,,,3510,3710,,10
1621536483,SKU_1621536483_1751705165,2410,2,JPY,,,,,2310,2510,,10
0425183610,SKU_0425183610_1751705168,3900,2,JPY,,,,,3800,4000,,10
156720564X,SKU_156720564X_1751705188,20350,2,JPY,,,,,20250,20450,,10
0814408737,SKU_0814408737_1751705209,2310,2,JPY,,,,,2210,2410,,10
1597268070,SKU_1597268070_1751705222,14050,2,JPY,,,,,13950,14150,,10
3956791541,SKU_3956791541_1751705234,4260,2,JPY,,,,,4160,4360,,10
1786270935,SKU_1786270935_1751705237,7010,2,JPY,,,,,6910,7110,,10
0768075025,SKU_0768075025_1751705246,8300,2,JPY,,,,,8200,8400,,10
3319150294,SKU_3319150294_1751705254,7190,2,JPY,,,,,7090,7290,,10
1900961652,SKU_1900961652_1751705257,4450,2,JPY,,,,,4350,4550,,10
1543903525,SKU_1543903525_1751705269,3890,2,JPY,,,,,3790,3990,,10
0306824418,SKU_0306824418_1751705278,3710,2,JPY,,,,,3610,3810,,10
0306822865,SKU_0306822865_1751705281,3550,2,JPY,,,,,3450,3650,,10
1472981502,SKU_1472981502_1751705283,3060,2,JPY,,,,,2960,3160,,10
0316497460,SKU_0316497460_1751705286,2480,2,JPY,,,,,2380,2580,,10
0316497452,SKU_0316497452_1751705289,4990,2,JPY,,,,,4890,5090,,10
1492603147,SKU_1492603147_1751705292,2380,2,JPY,,,,,2280,2480,,10
3319777238,SKU_3319777238_1751705295,10320,2,JPY,,,,,10220,10420,,10
0063062100,SKU_0063062100_1751705298,3110,2,JPY,,,,,3010,3210,,10
1786783177,SKU_1786783177_1751705304,2060,2,JPY,,,,,1960,2160,,10
0814408974,SKU_0814408974_1751705316,2880,2,JPY,,,,,2780,2980,,10
0812997948,SKU_0812997948_1751705319,4130,2,JPY,,,,,4030,4230,,10
050051979X,SKU_050051979X_1751705322,6810,2,JPY,,,,,6710,6910,,10
3540688099,SKU_3540688099_1751705324,6630,2,JPY,,,,,6530,6730,,10
0593133366,SKU_0593133366_1751705330,2130,2,JPY,,,,,2030,2230,,10
1292186399,SKU_1292186399_1751705333,2900,2,JPY,,,,,2800,3000,,10
1801576998,SKU_1801576998_1751705339,9780,2,JPY,,,,,9680,9880,,10
1098319818,SKU_1098319818_1751705357,3860,2,JPY,,,,,3760,3960,,10
1781169926,SKU_1781169926_1751705363,2320,2,JPY,,,,,2220,2420,,10
0500023468,SKU_0500023468_1751705366,7330,2,JPY,,,,,7230,7430,,10
0312112769,SKU_0312112769_1751705369,2850,2,JPY,,,,,2750,2950,,10
191006565X,SKU_191006565X_1751705377,8640,2,JPY,,,,,8540,8740,,10
1633883736,SKU_1633883736_1751705385,2430,2,JPY,,,,,2330,2530,,10
1250622646,SKU_1250622646_1751705391,4220,2,JPY,,,,,4120,4320,,10
1610399900,SKU_1610399900_1751705394,3120,2,JPY,,,,,3020,3220,,10
1583335234,SKU_1583335234_1751705422,2280,2,JPY,,,,,2180,2380,,10
1611801745,SKU_1611801745_1751705430,3280,2,JPY,,,,,3180,3380,,10
1782493301,SKU_1782493301_1751705437,3040,2,JPY,,,,,2940,3140,,10
1581572115,SKU_1581572115_1751705440,2960,2,JPY,,,,,2860,3060,,10
0063113481,SKU_0063113481_1751705446,2260,2,JPY,,,,,2160,2360,,10
1604692669,SKU_1604692669_1751705458,3890,2,JPY,,,,,3790,3990,,10
1611801605,SKU_1611801605_1751705468,4690,2,JPY,,,,,4590,4790,,10
1905783779,SKU_1905783779_1751705474,11310,2,JPY,,,,,11210,11410,,10
1593700733,SKU_1593700733_1751705480,16960,2,JPY,,,,,16860,17060,,10
0060585323,SKU_0060585323_1751705489,2360,2,JPY,,,,,2260,2460,,10
9811224137,SKU_9811224137_1751705500,3020,2,JPY,,,,,2920,3120,,10
1631064584,SKU_1631064584_1751705506,6300,2,JPY,,,,,6200,6400,,10
0821374346,SKU_0821374346_1751705518,6580,2,JPY,,,,,6480,6680,,10
1841882917,SKU_1841882917_1751705532,4870,2,JPY,,,,,4770,4970,,10
9814383678,SKU_9814383678_1751705541,14420,2,JPY,,,,,14320,14520,,10
3540370064,SKU_3540370064_1751705547,6780,2,JPY,,,,,6680,6880,,10
1590519825,SKU_1590519825_1751705559,2310,2,JPY,,,,,2210,2410,,10
164293416X,SKU_164293416X_1751705568,2900,2,JPY,,,,,2800,3000,,10
0814404804,SKU_0814404804_1751705571,3120,2,JPY,,,,,3020,3220,,10
1847205933,SKU_1847205933_1751705574,4590,2,JPY,,,,,4490,4690,,10
981024939X,SKU_981024939X_1751705594,4400,2,JPY,,,,,4300,4500,,10
0879698837,SKU_0879698837_1751705597,2520,2,JPY,,,,,2420,2620,,10
1783478810,SKU_1783478810_1751705600,12070,2,JPY,,,,,11970,12170,,10
0233005390,SKU_0233005390_1751705603,3770,2,JPY,,,,,3670,3870,,10
1578263905,SKU_1578263905_1751705627,2920,2,JPY,,,,,2820,3020,,10
1578263700,SKU_1578263700_1751705630,1560,2,JPY,,,,,1460,1660,,10
085263904X,SKU_085263904X_1751705633,2910,2,JPY,,,,,2810,3010,,10
0062853511,SKU_0062853511_1751705636,3520,2,JPY,,,,,3420,3620,,10
0762310340,SKU_0762310340_1751705659,5450,2,JPY,,,,,5350,5550,,10
3540401164,SKU_3540401164_1751705685,10350,2,JPY,,,,,10250,10450,,10
1781591334,SKU_1781591334_1751705722,3820,2,JPY,,,,,3720,3920,,10
1473823994,SKU_1473823994_1751705728,3110,2,JPY,,,,,3010,3210,,10
159114311X,SKU_159114311X_1751705734,7780,2,JPY,,,,,7680,7880,,10
160755027X,SKU_160755027X_1751705737,3870,2,JPY,,,,,3770,3970,,10
1786636344,SKU_1786636344_1751705740,3420,2,JPY,,,,,3320,3520,,10
1583334505,SKU_1583334505_1751705743,3020,2,JPY,,,,,2920,3120,,10
1784727784,SKU_1784727784_1751705752,3210,2,JPY,,,,,3110,3310,,10
1788886658,SKU_1788886658_1751705754,2990,2,JPY,,,,,2890,3090,,10
0593330633,SKU_0593330633_1751705757,3110,2,JPY,,,,,3010,3210,,10
1782404686,SKU_1782404686_1751705760,2730,2,JPY,,,,,2630,2830,,10
7943262948,SKU_7943262948_1751705763,2900,2,JPY,,,,,2800,3000,,10
2080202650,SKU_2080202650_1751705766,2520,2,JPY,,,,,2420,2620,,10
1545754276,SKU_1545754276_1751705775,3690,2,JPY,,,,,3590,3790,,10
0316538345,SKU_0316538345_1751705781,7770,2,JPY,,,,,7670,7870,,10
0711237611,SKU_0711237611_1751705784,3300,2,JPY,,,,,3200,3400,,10
1615190775,SKU_1615190775_1751705787,2770,2,JPY,,,,,2670,2870,,10
1426315023,SKU_1426315023_1751705791,2620,2,JPY,,,,,2520,2720,,10
1607881756,SKU_1607881756_1751705809,2800,2,JPY,,,,,2700,2900,,10
1684126843,SKU_1684126843_1751705813,3650,2,JPY,,,,,3550,3750,,10
1786485877,SKU_1786485877_1751705815,2610,2,JPY,,,,,2510,2710,,10
1642930695,SKU_1642930695_1751705824,2410,2,JPY,,,,,2310,2510,,10
1786279215,SKU_1786279215_1751705827,2300,2,JPY,,,,,2200,2400,,10
1472950488,SKU_1472950488_1751705830,2360,2,JPY,,,,,2260,2460,,10
1443461415,SKU_1443461415_1751705836,4050,2,JPY,,,,,3950,4150,,10
1611807212,SKU_1611807212_1751705839,3080,2,JPY,,,,,2980,3180,,10
0446522155,SKU_0446522155_1751705845,6480,2,JPY,,,,,6380,6580,,10
3755749629,SKU_3755749629_1751705851,5210,2,JPY,,,,,5110,5310,,10
0738204994,SKU_0738204994_1751705871,3600,2,JPY,,,,,3500,3700,,10
0230348343,SKU_0230348343_1751705874,5240,2,JPY,,,,,5140,5340,,10
1098358244,SKU_1098358244_1751705877,5040,2,JPY,,,,,4940,5140,,10
1781909547,SKU_1781909547_1751705880,9260,2,JPY,,,,,9160,9360,,10
164663327X,SKU_164663327X_1751705883,2550,2,JPY,,,,,2450,2650,,10
0814408982,SKU_0814408982_1751705889,3140,2,JPY,,,,,3040,3240,,10
0063111918,SKU_0063111918_1751705892,2420,2,JPY,,,,,2320,2520,,10
1608105237,SKU_1608105237_1751705895,3520,2,JPY,,,,,3420,3620,,10
1324001526,SKU_1324001526_1751705910,3200,2,JPY,,,,,3100,3300,,10
1098361903,SKU_1098361903_1751705919,16360,2,JPY,,,,,16260,16460,,10
0807064580,SKU_0807064580_1751705925,4210,2,JPY,,,,,4110,4310,,10
1571205470,SKU_1571205470_1751705928,3700,2,JPY,,,,,3600,3800,,10
1571206027,SKU_1571206027_1751705931,3900,2,JPY,,,,,3800,4000,,10
1571205462,SKU_1571205462_1751705934,3780,2,JPY,,,,,3680,3880,,10
0593712692,SKU_0593712692_1751705940,2600,2,JPY,,,,,2500,2700,,10
3833163267,SKU_3833163267_1751705949,3100,2,JPY,,,,,3000,3200,,10
1250097894,SKU_1250097894_1751705951,4100,2,JPY,,,,,4000,4200,,10
1558326650,SKU_1558326650_1751705954,3460,2,JPY,,,,,3360,3560,,10
1440591431,SKU_1440591431_1751705957,1790,2,JPY,,,,,1690,1890,,10
1984824767,SKU_1984824767_1751705960,3510,2,JPY,,,,,3410,3610,,10
1941529186,SKU_1941529186_1751705976,2570,2,JPY,,,,,2470,2670,,10
1524758760,SKU_1524758760_1751705985,3820,2,JPY,,,,,3720,3920,,10
0735211892,SKU_0735211892_1751705988,3110,2,JPY,,,,,3010,3210,,10
1598801554,SKU_1598801554_1751705997,4400,2,JPY,,,,,4300,4500,,10
1849751323,SKU_1849751323_1751706005,4690,2,JPY,,,,,4590,4790,,10
1543979092,SKU_1543979092_1751706050,4080,2,JPY,,,,,3980,4180,,10
9814566136,SKU_9814566136_1751706078,9510,2,JPY,,,,,9410,9610,,10
3791353586,SKU_3791353586_1751706093,11570,2,JPY,,,,,11470,11670,,10
1781002525,SKU_1781002525_1751706108,15280,2,JPY,,,,,15180,15380,,10
0787969842,SKU_0787969842_1751706110,11320,2,JPY,,,,,11220,11420,,10
1847206433,SKU_1847206433_1751706113,6890,2,JPY,,,,,6790,6990,,10
9351506401,SKU_9351506401_1751706125,2380,2,JPY,,,,,2280,2480,,10
1784711454,SKU_1784711454_1751706128,14640,2,JPY,,,,,14540,14740,,10
9814412848,SKU_9814412848_1751706147,10430,2,JPY,,,,,10330,10530,,10
160649774X,SKU_160649774X_1751706155,3070,2,JPY,,,,,2970,3170,,10
0821387006,SKU_0821387006_1751706158,6880,2,JPY,,,,,6780,6980,,10
1932495525,SKU_1932495525_1751706182,2980,2,JPY,,,,,2880,3080,,10
3540342176,SKU_3540342176_1751706185,10350,2,JPY,,,,,10250,10450,,10
3540716521,SKU_3540716521_1751706194,6580,2,JPY,,,,,6480,6680,,10
0814408923,SKU_0814408923_1751706206,4570,2,JPY,,,,,4470,4670,,10
1639442359,SKU_1639442359_1751706222,4290,2,JPY,,,,,4190,4390,,10
1071708368,SKU_1071708368_1751706228,3020,2,JPY,,,,,2920,3120,,10
1780522444,SKU_1780522444_1751706231,10830,2,JPY,,,,,10730,10930,,10
1781009422,SKU_1781009422_1751706240,10240,2,JPY,,,,,10140,10340,,10
3642011772,SKU_3642011772_1751706243,7420,2,JPY,,,,,7320,7520,,10
158046050X,SKU_158046050X_1751706246,14450,2,JPY,,,,,14350,14550,,10
0821349899,SKU_0821349899_1751706255,8020,2,JPY,,,,,7920,8120,,10
075464295X,SKU_075464295X_1751706267,19610,2,JPY,,,,,19510,19710,,10
3540724435,SKU_3540724435_1751706282,10400,2,JPY,,,,,10300,10500,,10
0275979636,SKU_0275979636_1751706288,16580,2,JPY,,,,,16480,16680,,10
038776531X,SKU_038776531X_1751706291,7170,2,JPY,,,,,7070,7270,,10
9351501434,SKU_9351501434_1751706297,1700,2,JPY,,,,,1600,1800,,10
3540677410,SKU_3540677410_1751706306,7460,2,JPY,,,,,7360,7560,,10
0875843387,SKU_0875843387_1751706312,5970,2,JPY,,,,,5870,6070,,10
1780523882,SKU_1780523882_1751706321,6200,2,JPY,,,,,6100,6300,,10
0801447550,SKU_0801447550_1751706324,5530,2,JPY,,,,,5430,5630,,10
1412938759,SKU_1412938759_1751706333,14220,2,JPY,,,,,14120,14320,,10
1400230950,SKU_1400230950_1751706339,2490,2,JPY,,,,,2390,2590,,10
3764360593,SKU_3764360593_1751706351,13250,2,JPY,,,,,13150,13350,,10
0062561553,SKU_0062561553_1751706356,2220,2,JPY,,,,,2120,2320,,10
1782211179,SKU_1782211179_1751706378,3410,2,JPY,,,,,3310,3510,,10
1890612375,SKU_1890612375_1751706381,2110,2,JPY,,,,,2010,2210,,10
0990942430,SKU_0990942430_1751706399,2380,2,JPY,,,,,2280,2480,,10
0743261682,SKU_0743261682_1751706411,3020,2,JPY,,,,,2920,3120,,10
1576752623,SKU_1576752623_1751706414,3210,2,JPY,,,,,3110,3310,,10
1250211492,SKU_1250211492_1751706417,2380,2,JPY,,,,,2280,2480,,10
0062992104,SKU_0062992104_1751706423,2220,2,JPY,,,,,2120,2320,,10
0762462329,SKU_0762462329_1751706437,1630,2,JPY,,,,,1530,1730,,10
1510724001,SKU_1510724001_1751706449,2590,2,JPY,,,,,2490,2690,,10
1681777819,SKU_1681777819_1751706452,4930,2,JPY,,,,,4830,5030,,10
1939709741,SKU_1939709741_1751706459,3090,2,JPY,,,,,2990,3190,,10
1538707888,SKU_1538707888_1751706468,3950,2,JPY,,,,,3850,4050,,10
9811201285,SKU_9811201285_1751706476,4980,2,JPY,,,,,4880,5080,,10
0736060693,SKU_0736060693_1751706479,3460,2,JPY,,,,,3360,3560,,10
0525560211,SKU_0525560211_1751706485,3110,2,JPY,,,,,3010,3210,,10
0340739738,SKU_0340739738_1751706523,1760,2,JPY,,,,,1660,1860,,10
0062974920,SKU_0062974920_1751706532,3030,2,JPY,,,,,2930,3130,,10
1939563275,SKU_1939563275_1751706546,2970,2,JPY,,,,,2870,3070,,10
0809016427,SKU_0809016427_1751706552,2380,2,JPY,,,,,2280,2480,,10
0814474527,SKU_0814474527_1751706555,2480,2,JPY,,,,,2380,2580,,10
1588167860,SKU_1588167860_1751706570,3570,2,JPY,,,,,3470,3670,,10
1618371525,SKU_1618371525_1751706576,4570,2,JPY,,,,,4470,4670,,10
0762448733,SKU_0762448733_1751706579,4480,2,JPY,,,,,4380,4580,,10
163450657X,SKU_163450657X_1751706582,3490,2,JPY,,,,,3390,3590,,10
1786691167,SKU_1786691167_1751706585,2310,2,JPY,,,,,2210,2410,,10
1781317577,SKU_1781317577_1751706588,2750,2,JPY,,,,,2650,2850,,10
039956215X,SKU_039956215X_1751706596,2260,2,JPY,,,,,2160,2360,,10
1633880648,SKU_1633880648_1751706608,2630,2,JPY,,,,,2530,2730,,10
0008241643,SKU_0008241643_1751706611,1780,2,JPY,,,,,1680,1880,,10
1592333575,SKU_1592333575_1751706617,1750,2,JPY,,,,,1650,1850,,10
1288476388,SKU_1288476388_1751706620,3480,2,JPY,,,,,3380,3580,,10
1419732358,SKU_1419732358_1751706623,2590,2,JPY,,,,,2490,2690,,10
1637630352,SKU_1637630352_1751706626,3080,2,JPY,,,,,2980,3180,,10
0470386878,SKU_0470386878_1751706635,8400,2,JPY,,,,,8300,8500,,10
1250148227,SKU_1250148227_1751706638,2500,2,JPY,,,,,2400,2600,,10
125079210X,SKU_125079210X_1751706641,1670,2,JPY,,,,,1570,1770,,10
1455541559,SKU_1455541559_1751706644,3560,2,JPY,,,,,3460,3660,,10
1943880115,SKU_1943880115_1751706647,2570,2,JPY,,,,,2470,2670,,10
1580055060,SKU_1580055060_1751706652,4100,2,JPY,,,,,4000,4200,,10
1786351080,SKU_1786351080_1751706661,8180,2,JPY,,,,,8080,8280,,10
1848447949,SKU_1848447949_1751706667,4810,2,JPY,,,,,4710,4910,,10
0857248774,SKU_0857248774_1751706673,7460,2,JPY,,,,,7360,7560,,10
1843768860,SKU_1843768860_1751706685,36030,2,JPY,,,,,35930,36130,,10
0773549994,SKU_0773549994_1751706697,4260,2,JPY,,,,,4160,4360,,10
1788115554,SKU_1788115554_1751706700,15850,2,JPY,,,,,15750,15950,,10
1847202373,SKU_1847202373_1751706715,6440,2,JPY,,,,,6340,6540,,10
1849808848,SKU_1849808848_1751706718,3950,2,JPY,,,,,3850,4050,,10
1847207391,SKU_1847207391_1751706721,10690,2,JPY,,,,,10590,10790,,10
1402044445,SKU_1402044445_1751706724,7450,2,JPY,,,,,7350,7550,,10
0817915346,SKU_0817915346_1751706740,3210,2,JPY,,,,,3110,3310,,10
1785605232,SKU_1785605232_1751706764,5310,2,JPY,,,,,5210,5410,,10
1440333270,SKU_1440333270_1751706788,4360,2,JPY,,,,,4260,4460,,10
1616896396,SKU_1616896396_1751706791,11090,2,JPY,,,,,10990,11190,,10
1783130164,SKU_1783130164_1751706794,5600,2,JPY,,,,,5500,5700,,10
1592532799,SKU_1592532799_1751706797,3680,2,JPY,,,,,3580,3780,,10
1592539106,SKU_1592539106_1751706803,6630,2,JPY,,,,,6530,6730,,10
145557113X,SKU_145557113X_1751706812,4010,2,JPY,,,,,3910,4110,,10
1838862226,SKU_1838862226_1751706815,3660,2,JPY,,,,,3560,3760,,10
0525573526,SKU_0525573526_1751706821,5030,2,JPY,,,,,4930,5130,,10
0471455083,SKU_0471455083_1751706828,3050,2,JPY,,,,,2950,3150,,10
1422158578,SKU_1422158578_1751706835,1770,2,JPY,,,,,1670,1870,,10
1839406844,SKU_1839406844_1751706850,4800,2,JPY,,,,,4700,4900,,10
1839409649,SKU_1839409649_1751706853,4570,2,JPY,,,,,4470,4670,,10
1472139178,SKU_1472139178_1751706856,3840,2,JPY,,,,,3740,3940,,10
0500251800,SKU_0500251800_1751706868,5770,2,JPY,,,,,5670,5870,,10
1402781857,SKU_1402781857_1751706880,3490,2,JPY,,,,,3390,3590,,10
1780672322,SKU_1780672322_1751706889,18950,2,JPY,,,,,18850,19050,,10
1635652162,SKU_1635652162_1751706898,2910,2,JPY,,,,,2810,3010,,10
9063696086,SKU_9063696086_1751706901,2530,2,JPY,,,,,2430,2630,,10
1781575371,SKU_1781575371_1751706904,2310,2,JPY,,,,,2210,2410,,10
1492689696,SKU_1492689696_1751706907,2170,2,JPY,,,,,2070,2270,,10
1784042218,SKU_1784042218_1751706915,3130,2,JPY,,,,,3030,3230,,10
1645172163,SKU_1645172163_1751706921,5470,2,JPY,,,,,5370,5570,,10
1645172171,SKU_1645172171_1751706924,3420,2,JPY,,,,,3320,3520,,10
1845421140,SKU_1845421140_1751706943,10580,2,JPY,,,,,10480,10680,,10
0307383490,SKU_0307383490_1751706946,5170,2,JPY,,,,,5070,5270,,10
1597264776,SKU_1597264776_1751706949,5710,2,JPY,,,,,5610,5810,,10
1844679012,SKU_1844679012_1751706964,2190,2,JPY,,,,,2090,2290,,10
1524103381,SKU_1524103381_1751706970,2540,2,JPY,,,,,2440,2640,,10
1598698729,SKU_1598698729_1751706976,1540,2,JPY,,,,,1440,1640,,10
1620872935,SKU_1620872935_1751706983,2700,2,JPY,,,,,2600,2800,,10
1118871162,SKU_1118871162_1751706986,2400,2,JPY,,,,,2300,2500,,10
1510704086,SKU_1510704086_1751706992,2910,2,JPY,,,,,2810,3010,,10
1558322981,SKU_1558322981_1751706995,3110,2,JPY,,,,,3010,3210,,10
1598699059,SKU_1598699059_1751707004,2860,2,JPY,,,,,2760,2960,,10
1597266671,SKU_1597266671_1751707015,9450,2,JPY,,,,,9350,9550,,10
039373353X,SKU_039373353X_1751707018,3300,2,JPY,,,,,3200,3400,,10
0451233255,SKU_0451233255_1751707024,2400,2,JPY,,,,,2300,2500,,10
1852339950,SKU_1852339950_1751707035,6320,2,JPY,,,,,6220,6420,,10
160961822X,SKU_160961822X_1751707041,4460,2,JPY,,,,,4360,4560,,10
1400233682,SKU_1400233682_1751707047,2590,2,JPY,,,,,2490,2690,,10
1631065300,SKU_1631065300_1751707052,4930,2,JPY,,,,,4830,5030,,10
1591864631,SKU_1591864631_1751707055,5110,2,JPY,,,,,5010,5210,,10
1419729535,SKU_1419729535_1751707059,2570,2,JPY,,,,,2470,2670,,10
1925418324,SKU_1925418324_1751707081,4280,2,JPY,,,,,4180,4380,,10
1787395863,SKU_1787395863_1751707091,3640,2,JPY,,,,,3540,3740,,10
1422125009,SKU_1422125009_1751707097,2460,2,JPY,,,,,2360,2560,,10
1419593242,SKU_1419593242_1751707110,4890,2,JPY,,,,,4790,4990,,10
140759074X,SKU_140759074X_1751707128,3700,2,JPY,,,,,3600,3800,,10
1603421408,SKU_1603421408_1751707149,5380,2,JPY,,,,,5280,5480,,10
0821372130,SKU_0821372130_1751707155,6850,2,JPY,,,,,6750,6950,,10
1576753719,SKU_1576753719_1751707161,2620,2,JPY,,,,,2520,2720,,10
0821388029,SKU_0821388029_1751707164,6660,2,JPY,,,,,6560,6760,,10
9814401684,SKU_9814401684_1751707192,10200,2,JPY,,,,,10100,10300,,10
1416908110,SKU_1416908110_1751707195,4260,2,JPY,,,,,4160,4360,,10
125075139X,SKU_125075139X_1751707204,2390,2,JPY,,,,,2290,2490,,10
1250751381,SKU_1250751381_1751707207,3890,2,JPY,,,,,3790,3990,,10
1857333489,SKU_1857333489_1751707210,1840,2,JPY,,,,,1740,1940,,10
1615470743,SKU_1615470743_1751707213,5130,2,JPY,,,,,5030,5230,,10
1848002912,SKU_1848002912_1751707219,3940,2,JPY,,,,,3840,4040,,10
1782495991,SKU_1782495991_1751707222,3440,2,JPY,,,,,3340,3540,,10
1445469901,SKU_1445469901_1751707228,2450,2,JPY,,,,,2350,2550,,10
161039979X,SKU_161039979X_1751707231,2840,2,JPY,,,,,2740,2940,,10
1848003277,SKU_1848003277_1751707234,5140,2,JPY,,,,,5040,5240,,10
1848009089,SKU_1848009089_1751707238,6230,2,JPY,,,,,6130,6330,,10
0387954252,SKU_0387954252_1751707241,7670,2,JPY,,,,,7570,7770,,10
0787967882,SKU_0787967882_1751707262,5520,2,JPY,,,,,5420,5620,,10
0807088846,SKU_0807088846_1751707276,2240,2,JPY,,,,,2140,2340,,10
1495025888,SKU_1495025888_1751707282,3930,2,JPY,,,,,3830,4030,,10
0374532834,SKU_0374532834_1751707290,2200,2,JPY,,,,,2100,2300,,10
0718022254,SKU_0718022254_1751707338,3620,2,JPY,,,,,3520,3720,,10
1608101517,SKU_1608101517_1751707347,2700,2,JPY,,,,,2600,2800,,10
1492664138,SKU_1492664138_1751707350,2540,2,JPY,,,,,2440,2640,,10
0593187547,SKU_0593187547_1751707367,3650,2,JPY,,,,,3550,3750,,10
1586422898,SKU_1586422898_1751707374,2570,2,JPY,,,,,2470,2670,,10
1631060813,SKU_1631060813_1751707377,3350,2,JPY,,,,,3250,3450,,10
1681885042,SKU_1681885042_1751707380,2680,2,JPY,,,,,2580,2780,,10
0525580506,SKU_0525580506_1751707386,3400,2,JPY,,,,,3300,3500,,10
1642935654,SKU_1642935654_1751707392,3670,2,JPY,,,,,3570,3770,,10
1743798725,SKU_1743798725_1751707398,3250,2,JPY,,,,,3150,3350,,10
1910706426,SKU_1910706426_1751707405,6940,2,JPY,,,,,6840,7040,,10
1684122848,SKU_1684122848_1751707408,4760,2,JPY,,,,,4660,4860,,10
0785835253,SKU_0785835253_1751707411,3530,2,JPY,,,,,3430,3630,,10
1631593668,SKU_1631593668_1751707414,2700,2,JPY,,,,,2600,2800,,10
1847204694,SKU_1847204694_1751707419,5360,2,JPY,,,,,5260,5460,,10
1781006601,SKU_1781006601_1751707422,4040,2,JPY,,,,,3940,4140,,10
0444510796,SKU_0444510796_1751707428,10510,2,JPY,,,,,10410,10610,,10
1441903682,SKU_1441903682_1751707448,30170,2,JPY,,,,,30070,30270,,10
0824787730,SKU_0824787730_1751707454,3450,2,JPY,,,,,3350,3550,,10
1781006938,SKU_1781006938_1751707461,11180,2,JPY,,,,,11080,11280,,10
0199388520,SKU_0199388520_1751707465,6220,2,JPY,,,,,6120,6320,,10
0387094660,SKU_0387094660_1751707495,3750,2,JPY,,,,,3650,3850,,10
0444500634,SKU_0444500634_1751707498,3740,2,JPY,,,,,3640,3840,,10
178254769X,SKU_178254769X_1751707511,9500,2,JPY,,,,,9400,9600,,10
1781005486,SKU_1781005486_1751707529,6050,2,JPY,,,,,5950,6150,,10
0387341625,SKU_0387341625_1751707539,9770,2,JPY,,,,,9670,9870,,10
1848440952,SKU_1848440952_1751707553,8510,2,JPY,,,,,8410,8610,,10
178347324X,SKU_178347324X_1751707559,21640,2,JPY,,,,,21540,21740,,10
1782540342,SKU_1782540342_1751707578,5040,2,JPY,,,,,4940,5140,,10
0444879706,SKU_0444879706_1751707608,4620,2,JPY,,,,,4520,4720,,10
1848444176,SKU_1848444176_1751707611,11350,2,JPY,,,,,11250,11450,,10
1782549552,SKU_1782549552_1751707614,22950,2,JPY,,,,,22850,23050,,10
1781953481,SKU_1781953481_1751707622,6000,2,JPY,,,,,5900,6100,,10
1848440928,SKU_1848440928_1751707628,6880,2,JPY,,,,,6780,6980,,10
1848447116,SKU_1848447116_1751707634,7860,2,JPY,,,,,7760,7960,,10
1845420896,SKU_1845420896_1751707637,5560,2,JPY,,,,,5460,5660,,10
1847200699,SKU_1847200699_1751707643,15130,2,JPY,,,,,15030,15230,,10
1845424093,SKU_1845424093_1751707652,8870,2,JPY,,,,,8770,8970,,10
